+-----------+-------------------+----------+---------------------------------------+---------------+-------------------+-------------+
| Year      | dep_name          | DRG_code | provider_name                         | Expected Cost | Additional Charge | Income      |
| 2025      | Microbiology      | Α01Μ     | Prime Insurance                       |         47010 |              0.00 |    47010.00 |
| 2025      | Microbiology      | Α01Μ     | All Providers                         |         47010 |              0.00 |    47010.00 |
| 2025      | Microbiology      | Α21Χ     | Εθνική Ασφαλιστική                    |         10350 |           5175.00 |    15525.00 |
| 2025      | Microbiology      | Α21Χ     | All Providers                         |         10350 |           5175.00 |    15525.00 |
| 2025      | Microbiology      | Α33Μβ    | Anytime                               |         10430 |           6258.00 |    16688.00 |
| 2025      | Microbiology      | Α33Μβ    | All Providers                         |         10430 |           6258.00 |    16688.00 |
| 2025      | Microbiology      | Β01Μ     | Ατλαντική Ένωση                       |         35530 |              0.00 |    35530.00 |
| 2025      | Microbiology      | Β01Μ     | All Providers                         |         35530 |              0.00 |    35530.00 |
| 2025      | Microbiology      | Β01Χ     | Ατλαντική Ένωση                       |         28920 |          28920.00 |    57840.00 |
| 2025      | Microbiology      | Β01Χ     | All Providers                         |         28920 |          28920.00 |    57840.00 |
| 2025      | Microbiology      | Β02Μ     | Interamerican                         |         17190 |              0.00 |    17190.00 |
| 2025      | Microbiology      | Β02Μ     | All Providers                         |         17190 |              0.00 |    17190.00 |
| 2025      | Microbiology      | Ε01Α     | Eurolife FFH                          |        289070 |              0.00 |   289070.00 |
| 2025      | Microbiology      | Ε01Α     | All Providers                         |        289070 |              0.00 |   289070.00 |
| 2025      | Microbiology      | Θ24Μ     | Intersalonika                         |         18290 |              0.00 |    18290.00 |
| 2025      | Microbiology      | Θ24Μ     | All Providers                         |         18290 |              0.00 |    18290.00 |
| 2025      | Microbiology      | Κ38Χ     | Eurolife FFH                          |          6270 |          18810.00 |    25080.00 |
| 2025      | Microbiology      | Κ38Χ     | All Providers                         |          6270 |          18810.00 |    25080.00 |
| 2025      | Microbiology      | Κ46Χ     | AIG Hellas                            |          4440 |              0.00 |     4440.00 |
| 2025      | Microbiology      | Κ46Χ     | All Providers                         |          4440 |              0.00 |     4440.00 |
| 2025      | Microbiology      | Μ32Χ     | Allianz Hellas                        |         91470 |              0.00 |    91470.00 |
| 2025      | Microbiology      | Μ32Χ     | All Providers                         |         91470 |              0.00 |    91470.00 |
| 2025      | Microbiology      | Ν27Χ     | NN Hellas                             |          4820 |           6426.67 |    11246.67 |
| 2025      | Microbiology      | Ν27Χ     | All Providers                         |          4820 |           6426.67 |    11246.67 |
| 2025      | Microbiology      | Ν30Α     | NN Hellas                             |          4200 |           8400.00 |    12600.00 |
| 2025      | Microbiology      | Ν30Α     | All Providers                         |          4200 |           8400.00 |    12600.00 |
| 2025      | Microbiology      | Ν36Μ     | Ergo Ασφαλιστική                      |         14860 |              0.00 |    14860.00 |
| 2025      | Microbiology      | Ν36Μ     | All Providers                         |         14860 |              0.00 |    14860.00 |
| 2025      | Microbiology      | Ν36Χ     | Ατλαντική Ένωση                       |          4820 |           9640.00 |    14460.00 |
| 2025      | Microbiology      | Ν36Χ     | All Providers                         |          4820 |           9640.00 |    14460.00 |
| 2025      | Microbiology      | Ξ02Μ     | Generali Hellas                       |         46550 |              0.00 |    46550.00 |
| 2025      | Microbiology      | Ξ02Μ     | All Providers                         |         46550 |              0.00 |    46550.00 |
| 2025      | Microbiology      | Π10Μ     | Intersalonika                         |         16970 |           6788.00 |    23758.00 |
| 2025      | Microbiology      | Π10Μ     | All Providers                         |         16970 |           6788.00 |    23758.00 |
| 2025      | Microbiology      | Ρ23Α     | Interamerican                         |          4280 |           2140.00 |     6420.00 |
| 2025      | Microbiology      | Ρ23Α     | All Providers                         |          4280 |           2140.00 |     6420.00 |
| 2025      | Microbiology      | Υ03Χ     | Groupama Ασφαλιστική                  |         29920 |              0.00 |    29920.00 |
| 2025      | Microbiology      | Υ03Χ     | All Providers                         |         29920 |              0.00 |    29920.00 |
| 2025      | Microbiology      | Υ04Χβ    | Εθνική Ασφαλιστική                    |         16050 |              0.00 |    16050.00 |
| 2025      | Microbiology      | Υ04Χβ    | All Providers                         |         16050 |              0.00 |    16050.00 |
| 2025      | Microbiology      | Φ25Χ     | Interamerican                         |          7000 |          21000.00 |    28000.00 |
| 2025      | Microbiology      | Φ25Χ     | All Providers                         |          7000 |          21000.00 |    28000.00 |
| 2025      | Microbiology      | Φ64Χ     | Anytime                               |          3030 |          12120.00 |    15150.00 |
| 2025      | Microbiology      | Φ64Χ     | All Providers                         |          3030 |          12120.00 |    15150.00 |
| 2025      | Microbiology      | Ω35Α     | Personal Insurance                    |          2650 |          10600.00 |    13250.00 |
| 2025      | Microbiology      | Ω35Α     | All Providers                         |          2650 |          10600.00 |    13250.00 |
| 2025      | Microbiology      | All DRGs | All Providers                         |        714120 |         136277.67 |   850397.67 |
| 2025      | Neurology         | Α11Χ     | Intersalonika                         |         36350 |              0.00 |    36350.00 |
| 2025      | Neurology         | Α11Χ     | All Providers                         |         36350 |              0.00 |    36350.00 |
| 2025      | Neurology         | Α34Μα    | Ορίζων Ασφαλιστική                    |         19770 |              0.00 |    19770.00 |
| 2025      | Neurology         | Α34Μα    | All Providers                         |         19770 |              0.00 |    19770.00 |
| 2025      | Neurology         | Β04Α     | Ergo Ασφαλιστική                      |          6520 |          26080.00 |    32600.00 |
| 2025      | Neurology         | Β04Α     | All Providers                         |          6520 |          26080.00 |    32600.00 |
| 2025      | Neurology         | Ζ02Χ     | Ατλαντική Ένωση                       |         29790 |              0.00 |    29790.00 |
| 2025      | Neurology         | Ζ02Χ     | All Providers                         |         29790 |              0.00 |    29790.00 |
| 2025      | Neurology         | Κ07Μβ    | Ατλαντική Ένωση                       |         72790 |          27296.25 |   100086.25 |
| 2025      | Neurology         | Κ07Μβ    | All Providers                         |         72790 |          27296.25 |   100086.25 |
| 2025      | Neurology         | Κ46Μ     | Interamerican                         |         12450 |           4150.00 |    16600.00 |
| 2025      | Neurology         | Κ46Μ     | All Providers                         |         12450 |           4150.00 |    16600.00 |
| 2025      | Neurology         | Ν37Α     | AIG Hellas                            |          3350 |           1675.00 |     5025.00 |
| 2025      | Neurology         | Ν37Α     | All Providers                         |          3350 |           1675.00 |     5025.00 |
| 2025      | Neurology         | Ο20Μ     | Prime Insurance                       |         18600 |              0.00 |    18600.00 |
| 2025      | Neurology         | Ο20Μ     | All Providers                         |         18600 |              0.00 |    18600.00 |
| 2025      | Neurology         | Ρ10Μβ    | Ορίζων Ασφαλιστική                    |         26880 |              0.00 |    26880.00 |
| 2025      | Neurology         | Ρ10Μβ    | All Providers                         |         26880 |              0.00 |    26880.00 |
| 2025      | Neurology         | Σ04Χ     | Ευρωπαϊκή Πίστη                       |          9660 |          14490.00 |    24150.00 |
| 2025      | Neurology         | Σ04Χ     | All Providers                         |          9660 |          14490.00 |    24150.00 |
| 2025      | Neurology         | Υ06Μ     | Groupama Ασφαλιστική                  |         23810 |           5291.11 |    29101.11 |
| 2025      | Neurology         | Υ06Μ     | All Providers                         |         23810 |           5291.11 |    29101.11 |
| 2025      | Neurology         | Υ25Χ     | Ergo Ασφαλιστική                      |          4050 |           6075.00 |    10125.00 |
| 2025      | Neurology         | Υ25Χ     | All Providers                         |          4050 |           6075.00 |    10125.00 |
| 2025      | Neurology         | Φ26Χ     | Εθνική Ασφαλιστική                    |          8280 |           4140.00 |    12420.00 |
| 2025      | Neurology         | Φ26Χ     | All Providers                         |          8280 |           4140.00 |    12420.00 |
| 2025      | Neurology         | Φ63Χ     | Intersalonika                         |          5060 |              0.00 |     5060.00 |
| 2025      | Neurology         | Φ63Χ     | All Providers                         |          5060 |              0.00 |     5060.00 |
| 2025      | Neurology         | All DRGs | All Providers                         |        277360 |          89197.36 |   366557.36 |
| 2025      | Ophthalmology     | G01Μα    | Generali Hellas                       |         57090 |              0.00 |    57090.00 |
| 2025      | Ophthalmology     | G01Μα    | All Providers                         |         57090 |              0.00 |    57090.00 |
| 2025      | Ophthalmology     | Β02Χ     | Hellas Direct                         |         10070 |           3356.67 |    13426.67 |
| 2025      | Ophthalmology     | Β02Χ     | All Providers                         |         10070 |           3356.67 |    13426.67 |
| 2025      | Ophthalmology     | Γ06Χ     | Interamerican                         |         12640 |              0.00 |    12640.00 |
| 2025      | Ophthalmology     | Γ06Χ     | All Providers                         |         12640 |              0.00 |    12640.00 |
| 2025      | Ophthalmology     | Ε08Χ     | Ergo Ασφαλιστική                      |         36830 |              0.00 |    36830.00 |
| 2025      | Ophthalmology     | Ε08Χ     | All Providers                         |         36830 |              0.00 |    36830.00 |
| 2025      | Ophthalmology     | Η02Μα    | AIG Hellas                            |         51110 |              0.00 |    51110.00 |
| 2025      | Ophthalmology     | Η02Μα    | All Providers                         |         51110 |              0.00 |    51110.00 |
| 2025      | Ophthalmology     | Κ11Μ     | Ατλαντική Ένωση                       |         72920 |              0.00 |    72920.00 |
| 2025      | Ophthalmology     | Κ11Μ     | All Providers                         |         72920 |              0.00 |    72920.00 |
| 2025      | Ophthalmology     | Μ17Χ     | Hellas Direct                         |         17640 |          26460.00 |    44100.00 |
| 2025      | Ophthalmology     | Μ17Χ     | All Providers                         |         17640 |          26460.00 |    44100.00 |
| 2025      | Ophthalmology     | Ν02Χ     | Anytime                               |         38360 |              0.00 |    38360.00 |
| 2025      | Ophthalmology     | Ν02Χ     | All Providers                         |         38360 |              0.00 |    38360.00 |
| 2025      | Ophthalmology     | Ν10Α     | Εθνική Ασφαλιστική                    |          1630 |           6520.00 |     8150.00 |
| 2025      | Ophthalmology     | Ν10Α     | All Providers                         |          1630 |           6520.00 |     8150.00 |
| 2025      | Ophthalmology     | Ν38Χ     | Ορίζων Ασφαλιστική                    |          8790 |              0.00 |     8790.00 |
| 2025      | Ophthalmology     | Ν38Χ     | All Providers                         |          8790 |              0.00 |     8790.00 |
| 2025      | Ophthalmology     | Ξ02Χ     | Prime Insurance                       |          7810 |          15620.00 |    23430.00 |
| 2025      | Ophthalmology     | Ξ02Χ     | All Providers                         |          7810 |          15620.00 |    23430.00 |
| 2025      | Ophthalmology     | Ο20Μ     | Euroins                               |         18600 |              0.00 |    18600.00 |
| 2025      | Ophthalmology     | Ο20Μ     | All Providers                         |         18600 |              0.00 |    18600.00 |
| 2025      | Ophthalmology     | Ο23Α     | Eurolife FFH                          |          4200 |           8400.00 |    12600.00 |
| 2025      | Ophthalmology     | Ο23Α     | All Providers                         |          4200 |           8400.00 |    12600.00 |
| 2025      | Ophthalmology     | Π04Μβ    | Ατλαντική Ένωση                       |         27100 |              0.00 |    27100.00 |
| 2025      | Ophthalmology     | Π04Μβ    | All Providers                         |         27100 |              0.00 |    27100.00 |
| 2025      | Ophthalmology     | Π42Α     | Hellas Direct                         |         10970 |           4388.00 |    15358.00 |
| 2025      | Ophthalmology     | Π42Α     | All Providers                         |         10970 |           4388.00 |    15358.00 |
| 2025      | Ophthalmology     | Σ01Χ     | AIG Hellas                            |         22360 |           7453.33 |    29813.33 |
| 2025      | Ophthalmology     | Σ01Χ     | All Providers                         |         22360 |           7453.33 |    29813.33 |
| 2025      | Ophthalmology     | Τ25Μγ    | Μινέττα Ασφαλιστική                   |         31580 |              0.00 |    31580.00 |
| 2025      | Ophthalmology     | Τ25Μγ    | All Providers                         |         31580 |              0.00 |    31580.00 |
| 2025      | Ophthalmology     | All DRGs | All Providers                         |        429700 |          72198.00 |   501898.00 |
| 2025      | Orthopedics       | Α33Μα    | Εθνική Ασφαλιστική                    |         20230 |              0.00 |    20230.00 |
| 2025      | Orthopedics       | Α33Μα    | All Providers                         |         20230 |              0.00 |    20230.00 |
| 2025      | Orthopedics       | Δ29Μ     | Prime Insurance                       |         21710 |              0.00 |    21710.00 |
| 2025      | Orthopedics       | Δ29Μ     | All Providers                         |         21710 |              0.00 |    21710.00 |
| 2025      | Orthopedics       | Ε11Χ     | Groupama Ασφαλιστική                  |         53020 |           8836.67 |    61856.67 |
| 2025      | Orthopedics       | Ε11Χ     | All Providers                         |         53020 |           8836.67 |    61856.67 |
| 2025      | Orthopedics       | Κ01Μ     | Anytime                               |        162150 |              0.00 |   162150.00 |
| 2025      | Orthopedics       | Κ01Μ     | All Providers                         |        162150 |              0.00 |   162150.00 |
| 2025      | Orthopedics       | Κ42Μ     | Prime Insurance                       |         20540 |              0.00 |    20540.00 |
| 2025      | Orthopedics       | Κ42Μ     | All Providers                         |         20540 |              0.00 |    20540.00 |
| 2025      | Orthopedics       | Κ43Χ     | Generali Hellas                       |          3970 |           7940.00 |    11910.00 |
| 2025      | Orthopedics       | Κ43Χ     | All Providers                         |          3970 |           7940.00 |    11910.00 |
| 2025      | Orthopedics       | Μ28Μ     | Prime Insurance                       |         26390 |              0.00 |    26390.00 |
| 2025      | Orthopedics       | Μ28Μ     | All Providers                         |         26390 |              0.00 |    26390.00 |
| 2025      | Orthopedics       | Ν01Μ     | Ευρωπαϊκή Πίστη                       |         25280 |           3611.43 |    28891.43 |
| 2025      | Orthopedics       | Ν01Μ     | All Providers                         |         25280 |           3611.43 |    28891.43 |
| 2025      | Orthopedics       | Ξ01Α     | Hellas Direct                         |         34760 |              0.00 |    34760.00 |
| 2025      | Orthopedics       | Ξ01Α     | All Providers                         |         34760 |              0.00 |    34760.00 |
| 2025      | Orthopedics       | Π04Μα    | Groupama Ασφαλιστική                  |         48470 |              0.00 |    48470.00 |
| 2025      | Orthopedics       | Π04Μα    | All Providers                         |         48470 |              0.00 |    48470.00 |
| 2025      | Orthopedics       | Π40Χ     | Groupama Ασφαλιστική                  |          6770 |           3385.00 |    10155.00 |
| 2025      | Orthopedics       | Π40Χ     | All Providers                         |          6770 |           3385.00 |    10155.00 |
| 2025      | Orthopedics       | Υ02Χ     | Ergo Ασφαλιστική                      |         11890 |           5945.00 |    17835.00 |
| 2025      | Orthopedics       | Υ02Χ     | All Providers                         |         11890 |           5945.00 |    17835.00 |
| 2025      | Orthopedics       | Υ27Μ     | Prime Insurance                       |         16730 |              0.00 |    16730.00 |
| 2025      | Orthopedics       | Υ27Μ     | All Providers                         |         16730 |              0.00 |    16730.00 |
| 2025      | Orthopedics       | Ω01Α     | Εθνική Ασφαλιστική                    |        240000 |         720000.00 |   960000.00 |
| 2025      | Orthopedics       | Ω01Α     | All Providers                         |        240000 |         720000.00 |   960000.00 |
| 2025      | Orthopedics       | All DRGs | All Providers                         |        691910 |         749718.10 |  1441628.10 |
| 2025      | Pediatrics        | S21Χ     | Ατλαντική Ένωση                       |          2320 |           4640.00 |     6960.00 |
| 2025      | Pediatrics        | S21Χ     | All Providers                         |          2320 |           4640.00 |     6960.00 |
| 2025      | Pediatrics        | W10Α     | Ευρωπαϊκή Πίστη                       |         20140 |              0.00 |    20140.00 |
| 2025      | Pediatrics        | W10Α     | All Providers                         |         20140 |              0.00 |    20140.00 |
| 2025      | Pediatrics        | Α20Χ     | Euroins                               |         26380 |              0.00 |    26380.00 |
| 2025      | Pediatrics        | Α20Χ     | All Providers                         |         26380 |              0.00 |    26380.00 |
| 2025      | Pediatrics        | Α36Α     | AIG Hellas                            |         24120 |           1722.86 |    25842.86 |
| 2025      | Pediatrics        | Α36Α     | All Providers                         |         24120 |           1722.86 |    25842.86 |
| 2025      | Pediatrics        | Β05Α     | Groupama Ασφαλιστική                  |          4580 |          13740.00 |    18320.00 |
| 2025      | Pediatrics        | Β05Α     | All Providers                         |          4580 |          13740.00 |    18320.00 |
| 2025      | Pediatrics        | Δ08Μ     | Μινέττα Ασφαλιστική                   |         22940 |              0.00 |    22940.00 |
| 2025      | Pediatrics        | Δ08Μ     | All Providers                         |         22940 |              0.00 |    22940.00 |
| 2025      | Pediatrics        | Ζ01Α     | Eurolife FFH                          |        360680 |              0.00 |   360680.00 |
| 2025      | Pediatrics        | Ζ01Α     | All Providers                         |        360680 |              0.00 |   360680.00 |
| 2025      | Pediatrics        | Θ05Μ     | Prime Insurance                       |         25870 |           3233.75 |    29103.75 |
| 2025      | Pediatrics        | Θ05Μ     | All Providers                         |         25870 |           3233.75 |    29103.75 |
| 2025      | Pediatrics        | Θ21Α     | Allianz Hellas                        |         25990 |              0.00 |    25990.00 |
| 2025      | Pediatrics        | Θ21Α     | All Providers                         |         25990 |              0.00 |    25990.00 |
| 2025      | Pediatrics        | Μ73Χ     | Euroins                               |          5840 |           1460.00 |     7300.00 |
| 2025      | Pediatrics        | Μ73Χ     | All Providers                         |          5840 |           1460.00 |     7300.00 |
| 2025      | Pediatrics        | Μ75Μ     | Μινέττα Ασφαλιστική                   |         14550 |           1818.75 |    16368.75 |
| 2025      | Pediatrics        | Μ75Μ     | All Providers                         |         14550 |           1818.75 |    16368.75 |
| 2025      | Pediatrics        | Ξ22Α     | Euroins                               |          5140 |              0.00 |     5140.00 |
| 2025      | Pediatrics        | Ξ22Α     | All Providers                         |          5140 |              0.00 |     5140.00 |
| 2025      | Pediatrics        | Π43Α     | Ευρωπαϊκή Πίστη                       |          3350 |           1675.00 |     5025.00 |
| 2025      | Pediatrics        | Π43Α     | All Providers                         |          3350 |           1675.00 |     5025.00 |
| 2025      | Pediatrics        | Υ24Α     | Generali Hellas                       |          3890 |           1945.00 |     5835.00 |
| 2025      | Pediatrics        | Υ24Α     | All Providers                         |          3890 |           1945.00 |     5835.00 |
| 2025      | Pediatrics        | Χ44Α     | NN Hellas                             |         11520 |              0.00 |    11520.00 |
| 2025      | Pediatrics        | Χ44Α     | All Providers                         |         11520 |              0.00 |    11520.00 |
| 2025      | Pediatrics        | Χ46Α     | Euroins                               |         41710 |              0.00 |    41710.00 |
| 2025      | Pediatrics        | Χ46Α     | All Providers                         |         41710 |              0.00 |    41710.00 |
| 2025      | Pediatrics        | All DRGs | All Providers                         |        599020 |          30235.36 |   629255.36 |
| 2025      | Pulmonology       | Β02Χ     | Hellas Direct                         |         10070 |              0.00 |    10070.00 |
| 2025      | Pulmonology       | Β02Χ     | All Providers                         |         10070 |              0.00 |    10070.00 |
| 2025      | Pulmonology       | Γ07Α     | Εθνική Ασφαλιστική                    |          7420 |          14840.00 |    22260.00 |
| 2025      | Pulmonology       | Γ07Α     | All Providers                         |          7420 |          14840.00 |    22260.00 |
| 2025      | Pulmonology       | Δ14Α     | Hellas Direct                         |         41980 |          10495.00 |    52475.00 |
| 2025      | Pulmonology       | Δ14Α     | All Providers                         |         41980 |          10495.00 |    52475.00 |
| 2025      | Pulmonology       | Δ22Μ     | Eurolife FFH                          |          9650 |              0.00 |     9650.00 |
| 2025      | Pulmonology       | Δ22Μ     | All Providers                         |          9650 |              0.00 |     9650.00 |
| 2025      | Pulmonology       | Δ27Χ     | Personal Insurance                    |          1990 |           1990.00 |     3980.00 |
| 2025      | Pulmonology       | Δ27Χ     | All Providers                         |          1990 |           1990.00 |     3980.00 |
| 2025      | Pulmonology       | Η02Μα    | Intersalonika                         |         51110 |              0.00 |    51110.00 |
| 2025      | Pulmonology       | Η02Μα    | All Providers                         |         51110 |              0.00 |    51110.00 |
| 2025      | Pulmonology       | Θ20Μ     | AIG Hellas                            |         17350 |           6506.25 |    23856.25 |
| 2025      | Pulmonology       | Θ20Μ     | All Providers                         |         17350 |           6506.25 |    23856.25 |
| 2025      | Pulmonology       | Κ34Μ     | Euroins                               |         22330 |           6870.77 |    29200.77 |
| 2025      | Pulmonology       | Κ34Μ     | All Providers                         |         22330 |           6870.77 |    29200.77 |
| 2025      | Pulmonology       | Μ09Χ     | Εθνική Ασφαλιστική                    |         97830 |          41927.14 |   139757.14 |
| 2025      | Pulmonology       | Μ09Χ     | All Providers                         |         97830 |          41927.14 |   139757.14 |
| 2025      | Pulmonology       | Μ19Χ     | Prime Insurance                       |         19040 |          19040.00 |    38080.00 |
| 2025      | Pulmonology       | Μ19Χ     | All Providers                         |         19040 |          19040.00 |    38080.00 |
| 2025      | Pulmonology       | Μ30Α     | Generali Hellas                       |          8910 |           8910.00 |    17820.00 |
| 2025      | Pulmonology       | Μ30Α     | All Providers                         |          8910 |           8910.00 |    17820.00 |
| 2025      | Pulmonology       | Μ61Χ     | Ergo Ασφαλιστική                      |          8560 |           2140.00 |    10700.00 |
| 2025      | Pulmonology       | Μ61Χ     | All Providers                         |          8560 |           2140.00 |    10700.00 |
| 2025      | Pulmonology       | Μ74Α     | AIG Hellas                            |          3500 |           7000.00 |    10500.00 |
| 2025      | Pulmonology       | Μ74Α     | All Providers                         |          3500 |           7000.00 |    10500.00 |
| 2025      | Pulmonology       | Ν04Χ     | Ατλαντική Ένωση                       |         24700 |          18525.00 |    43225.00 |
| 2025      | Pulmonology       | Ν04Χ     | All Providers                         |         24700 |          18525.00 |    43225.00 |
| 2025      | Pulmonology       | Ν06Μ     | Anytime                               |         32970 |           2536.15 |    35506.15 |
| 2025      | Pulmonology       | Ν06Μ     | All Providers                         |         32970 |           2536.15 |    35506.15 |
| 2025      | Pulmonology       | Ν20Χ     | Intersalonika                         |         25760 |              0.00 |    25760.00 |
| 2025      | Pulmonology       | Ν20Χ     | All Providers                         |         25760 |              0.00 |    25760.00 |
| 2025      | Pulmonology       | Ν42Μα    | Anytime                               |         58050 |              0.00 |    58050.00 |
| 2025      | Pulmonology       | Ν42Μα    | All Providers                         |         58050 |              0.00 |    58050.00 |
| 2025      | Pulmonology       | Ν68Χ     | Ergo Ασφαλιστική                      |          5650 |           8475.00 |    14125.00 |
| 2025      | Pulmonology       | Ν68Χ     | All Providers                         |          5650 |           8475.00 |    14125.00 |
| 2025      | Pulmonology       | Ο10Α     | Ευρωπαϊκή Πίστη                       |          6500 |          19500.00 |    26000.00 |
| 2025      | Pulmonology       | Ο10Α     | All Providers                         |          6500 |          19500.00 |    26000.00 |
| 2025      | Pulmonology       | Π26Χ     | Intersalonika                         |         12450 |              0.00 |    12450.00 |
| 2025      | Pulmonology       | Π26Χ     | All Providers                         |         12450 |              0.00 |    12450.00 |
| 2025      | Pulmonology       | Ρ10Χ     | Interamerican                         |         14730 |           2104.29 |    16834.29 |
| 2025      | Pulmonology       | Ρ10Χ     | All Providers                         |         14730 |           2104.29 |    16834.29 |
| 2025      | Pulmonology       | Σ02Χβ    | Ορίζων Ασφαλιστική                    |         20560 |              0.00 |    20560.00 |
| 2025      | Pulmonology       | Σ02Χβ    | All Providers                         |         20560 |              0.00 |    20560.00 |
| 2025      | Pulmonology       | Τ23Α     | Eurolife FFH                          |         73590 |              0.00 |    73590.00 |
| 2025      | Pulmonology       | Τ23Α     | All Providers                         |         73590 |              0.00 |    73590.00 |
| 2025      | Pulmonology       | Τ25Χ     | Eurolife FFH                          |         26460 |              0.00 |    26460.00 |
| 2025      | Pulmonology       | Τ25Χ     | All Providers                         |         26460 |              0.00 |    26460.00 |
| 2025      | Pulmonology       | Υ03Χ     | Ergo Ασφαλιστική                      |         29920 |              0.00 |    29920.00 |
| 2025      | Pulmonology       | Υ03Χ     | All Providers                         |         29920 |              0.00 |    29920.00 |
| 2025      | Pulmonology       | Υ22Χ     | Groupama Ασφαλιστική                  |          5450 |          10900.00 |    16350.00 |
| 2025      | Pulmonology       | Υ22Χ     | All Providers                         |          5450 |          10900.00 |    16350.00 |
| 2025      | Pulmonology       | Φ24Χ     | Eurolife FFH                          |          9340 |          14010.00 |    23350.00 |
| 2025      | Pulmonology       | Φ24Χ     | All Providers                         |          9340 |          14010.00 |    23350.00 |
| 2025      | Pulmonology       | All DRGs | All Providers                         |        645870 |         195769.60 |   841639.60 |
| 2025      | Radiology         | W10Α     | Anytime                               |         20140 |              0.00 |    20140.00 |
| 2025      | Radiology         | W10Α     | All Providers                         |         20140 |              0.00 |    20140.00 |
| 2025      | Radiology         | Α26Χ     | Ατλαντική Ένωση                       |          6070 |           8093.33 |    14163.33 |
| 2025      | Radiology         | Α26Χ     | All Providers                         |          6070 |           8093.33 |    14163.33 |
| 2025      | Radiology         | Δ27Χ     | Personal Insurance                    |          1990 |           7960.00 |     9950.00 |
| 2025      | Radiology         | Δ27Χ     | All Providers                         |          1990 |           7960.00 |     9950.00 |
| 2025      | Radiology         | Ζ02Χ     | AIG Hellas                            |         29790 |              0.00 |    29790.00 |
| 2025      | Radiology         | Ζ02Χ     | All Providers                         |         29790 |              0.00 |    29790.00 |
| 2025      | Radiology         | Η23Χ     | Εθνική Ασφαλιστική                    |          7860 |           5240.00 |    13100.00 |
| 2025      | Radiology         | Η23Χ     | All Providers                         |          7860 |           5240.00 |    13100.00 |
| 2025      | Radiology         | Θ23Χ     | Μινέττα Ασφαλιστική                   |         16200 |          32400.00 |    48600.00 |
| 2025      | Radiology         | Θ23Χ     | All Providers                         |         16200 |          32400.00 |    48600.00 |
| 2025      | Radiology         | Κ05Μ     | Prime Insurance                       |        100230 |          11136.67 |   111366.67 |
| 2025      | Radiology         | Κ05Μ     | All Providers                         |        100230 |          11136.67 |   111366.67 |
| 2025      | Radiology         | Κ09Χ     | Euroins                               |         23860 |          23860.00 |    47720.00 |
| 2025      | Radiology         | Κ09Χ     | All Providers                         |         23860 |          23860.00 |    47720.00 |
| 2025      | Radiology         | Κ10Μ     | Allianz Hellas                        |         41660 |              0.00 |    41660.00 |
| 2025      | Radiology         | Κ10Μ     | All Providers                         |         41660 |              0.00 |    41660.00 |
| 2025      | Radiology         | Κ12Μ     | Interamerican                         |         54650 |              0.00 |    54650.00 |
| 2025      | Radiology         | Κ12Μ     | All Providers                         |         54650 |              0.00 |    54650.00 |
| 2025      | Radiology         | Κ36Χ     | Eurolife FFH                          |          3740 |              0.00 |     3740.00 |
| 2025      | Radiology         | Κ36Χ     | All Providers                         |          3740 |              0.00 |     3740.00 |
| 2025      | Radiology         | Μ01Μ     | Ergo Ασφαλιστική                      |        140200 |              0.00 |   140200.00 |
| 2025      | Radiology         | Μ01Μ     | All Providers                         |        140200 |              0.00 |   140200.00 |
| 2025      | Radiology         | Μ08Μ     | Anytime                               |         44490 |              0.00 |    44490.00 |
| 2025      | Radiology         | Μ08Μ     | All Providers                         |         44490 |              0.00 |    44490.00 |
| 2025      | Radiology         | Μ08Χ     | Allianz Hellas                        |         30140 |           6697.78 |    36837.78 |
| 2025      | Radiology         | Μ08Χ     | All Providers                         |         30140 |           6697.78 |    36837.78 |
| 2025      | Radiology         | Ν24Μ     | Personal Insurance                    |         23890 |              0.00 |    23890.00 |
| 2025      | Radiology         | Ν24Μ     | All Providers                         |         23890 |              0.00 |    23890.00 |
| 2025      | Radiology         | Ν38Μ     | AIG Hellas                            |         23270 |              0.00 |    23270.00 |
| 2025      | Radiology         | Ν38Μ     | All Providers                         |         23270 |              0.00 |    23270.00 |
| 2025      | Radiology         | Ρ24Μα    | Ευρωπαϊκή Πίστη                       |         37730 |              0.00 |    37730.00 |
| 2025      | Radiology         | Ρ24Μα    | All Providers                         |         37730 |              0.00 |    37730.00 |
| 2025      | Radiology         | Υ03Μβ    | Ευρωπαϊκή Πίστη                       |         44260 |              0.00 |    44260.00 |
| 2025      | Radiology         | Υ03Μβ    | All Providers                         |         44260 |              0.00 |    44260.00 |
| 2025      | Radiology         | Υ20Μα    | Groupama Ασφαλιστική                  |         29340 |              0.00 |    29340.00 |
| 2025      | Radiology         | Υ20Μα    | All Providers                         |         29340 |              0.00 |    29340.00 |
| 2025      | Radiology         | Φ01Α     | Generali Hellas                       |        122040 |              0.00 |   122040.00 |
| 2025      | Radiology         | Φ01Α     | All Providers                         |        122040 |              0.00 |   122040.00 |
| 2025      | Radiology         | Φ40Α     | Euroins                               |         36490 |              0.00 |    36490.00 |
| 2025      | Radiology         | Φ40Α     | All Providers                         |         36490 |              0.00 |    36490.00 |
| 2025      | Radiology         | All DRGs | All Providers                         |        838040 |          95387.78 |   933427.78 |
| 2025      | Surgery           | Δ24Μ     | Ergo Ασφαλιστική                      |         16190 |              0.00 |    16190.00 |
