+-------------------+------------+------------+---------------+----------------------------------------+----------------------+
| dep_name          | date       | shift_type | staff_type    | subclass_detail                        | required_staff_count |
| Gastroenterology  | 2026-01-01 | morning    | doctor        | Χειρουργική                            |                    1 |
| Gastroenterology  | 2026-01-01 | morning    | nurse         | assistant nurse                        |                    2 |
| Gastroenterology  | 2026-01-01 | morning    | nurse         | nurse                                  |                    1 |
| Gastroenterology  | 2026-01-01 | morning    | nurse         | supervisor                             |                    3 |
| Gastroenterology  | 2026-01-01 | night      | administrator | Έλεγχος εισαγωγών                      |                    2 |
| Gastroenterology  | 2026-01-01 | night      | doctor        | Ακτινολογία                            |                    1 |
| Gastroenterology  | 2026-01-01 | night      | doctor        | Νευρολογία                             |                    1 |
| Gastroenterology  | 2026-01-01 | night      | doctor        | Χειρουργική                            |                    1 |
| Gastroenterology  | 2026-01-01 | night      | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-01 | night      | nurse         | supervisor                             |                    2 |
| Gastroenterology  | 2026-01-01 | noon       | administrator | Διαχείριση υλικών                      |                    1 |
| Gastroenterology  | 2026-01-01 | noon       | administrator | Έλεγχος μισθών                         |                    1 |
| Gastroenterology  | 2026-01-01 | noon       | doctor        | Γυναικολογία                           |                    1 |
| Gastroenterology  | 2026-01-01 | noon       | doctor        | Οφθαλμολογία                           |                    1 |
| Gastroenterology  | 2026-01-01 | noon       | doctor        | Ψυχιατρική                             |                    1 |
| Gastroenterology  | 2026-01-01 | noon       | nurse         | assistant nurse                        |                    2 |
| Gastroenterology  | 2026-01-01 | noon       | nurse         | nurse                                  |                    3 |
| Gastroenterology  | 2026-01-01 | noon       | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-02 | morning    | administrator | Έλεγχος εγγράφων                       |                    1 |
| Gastroenterology  | 2026-01-02 | morning    | administrator | Τήρηση αρχείου                         |                    1 |
| Gastroenterology  | 2026-01-02 | morning    | doctor        | Γαστρεντερολογία                       |                    1 |
| Gastroenterology  | 2026-01-02 | morning    | doctor        | Οφθαλμολογία                           |                    1 |
| Gastroenterology  | 2026-01-02 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Gastroenterology  | 2026-01-02 | morning    | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-02 | morning    | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-02 | morning    | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-02 | night      | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Gastroenterology  | 2026-01-02 | night      | administrator | Υποδοχή κοινού                         |                    1 |
| Gastroenterology  | 2026-01-02 | night      | doctor        | Αιματολογία                            |                    1 |
| Gastroenterology  | 2026-01-02 | night      | doctor        | Ακτινολογία                            |                    1 |
| Gastroenterology  | 2026-01-02 | night      | doctor        | Ουρολογία                              |                    1 |
| Gastroenterology  | 2026-01-02 | night      | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-02 | night      | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-02 | night      | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-02 | noon       | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Gastroenterology  | 2026-01-02 | noon       | administrator | Έλεγχος μισθών                         |                    1 |
| Gastroenterology  | 2026-01-02 | noon       | doctor        | Αιματολογία                            |                    2 |
| Gastroenterology  | 2026-01-02 | noon       | doctor        | Χειρουργική                            |                    1 |
| Gastroenterology  | 2026-01-02 | noon       | nurse         | nurse                                  |                    3 |
| Gastroenterology  | 2026-01-02 | noon       | nurse         | supervisor                             |                    3 |
| Gastroenterology  | 2026-01-03 | morning    | administrator | Έκδοση τιμολογίων                      |                    1 |
| Gastroenterology  | 2026-01-03 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Gastroenterology  | 2026-01-03 | morning    | doctor        | Παιδιατρική                            |                    1 |
| Gastroenterology  | 2026-01-03 | morning    | doctor        | Χειρουργική                            |                    1 |
| Gastroenterology  | 2026-01-03 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Gastroenterology  | 2026-01-03 | morning    | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-03 | morning    | nurse         | nurse                                  |                    2 |
| Gastroenterology  | 2026-01-03 | morning    | nurse         | supervisor                             |                    3 |
| Gastroenterology  | 2026-01-03 | night      | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Gastroenterology  | 2026-01-03 | night      | administrator | Έλεγχος μισθών                         |                    1 |
| Gastroenterology  | 2026-01-03 | night      | doctor        | Καρδιολογία                            |                    1 |
| Gastroenterology  | 2026-01-03 | night      | doctor        | Οφθαλμολογία                           |                    1 |
| Gastroenterology  | 2026-01-03 | night      | doctor        | Πνευμονολογία                          |                    1 |
| Gastroenterology  | 2026-01-03 | night      | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-03 | night      | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-03 | night      | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-03 | noon       | administrator | Διαχείριση κλήσεων                     |                    1 |
| Gastroenterology  | 2026-01-03 | noon       | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Gastroenterology  | 2026-01-03 | noon       | doctor        | Παθολογία                              |                    1 |
| Gastroenterology  | 2026-01-03 | noon       | doctor        | Παιδιατρική                            |                    1 |
| Gastroenterology  | 2026-01-03 | noon       | doctor        | Ψυχιατρική                             |                    1 |
| Gastroenterology  | 2026-01-03 | noon       | nurse         | assistant nurse                        |                    2 |
| Gastroenterology  | 2026-01-03 | noon       | nurse         | nurse                                  |                    1 |
| Gastroenterology  | 2026-01-03 | noon       | nurse         | supervisor                             |                    3 |
| Gastroenterology  | 2026-01-04 | morning    | administrator | Τήρηση αρχείου                         |                    1 |
| Gastroenterology  | 2026-01-04 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Gastroenterology  | 2026-01-04 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Gastroenterology  | 2026-01-04 | morning    | doctor        | Νευρολογία                             |                    1 |
| Gastroenterology  | 2026-01-04 | morning    | doctor        | Οφθαλμολογία                           |                    1 |
| Gastroenterology  | 2026-01-04 | morning    | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-04 | morning    | nurse         | supervisor                             |                    2 |
| Gastroenterology  | 2026-01-04 | night      | administrator | Έλεγχος εισαγωγών                      |                    1 |
| Gastroenterology  | 2026-01-04 | night      | administrator | Έλεγχος μισθών                         |                    1 |
| Gastroenterology  | 2026-01-04 | night      | doctor        | Αιματολογία                            |                    1 |
| Gastroenterology  | 2026-01-04 | night      | doctor        | Χειρουργική                            |                    1 |
| Gastroenterology  | 2026-01-04 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Gastroenterology  | 2026-01-04 | night      | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-04 | night      | nurse         | nurse                                  |                    3 |
| Gastroenterology  | 2026-01-04 | night      | nurse         | supervisor                             |                    2 |
| Gastroenterology  | 2026-01-04 | noon       | administrator | Διαχείριση υλικών                      |                    1 |
| Gastroenterology  | 2026-01-04 | noon       | administrator | Οργάνωση γραφείου                      |                    1 |
| Gastroenterology  | 2026-01-04 | noon       | doctor        | Αιματολογία                            |                    1 |
| Gastroenterology  | 2026-01-04 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Gastroenterology  | 2026-01-04 | noon       | doctor        | Οφθαλμολογία                           |                    1 |
| Gastroenterology  | 2026-01-04 | noon       | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-04 | noon       | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-04 | noon       | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-05 | morning    | administrator | Έλεγχος εισαγωγών                      |                    1 |
| Gastroenterology  | 2026-01-05 | morning    | administrator | Τήρηση αρχείου                         |                    1 |
| Gastroenterology  | 2026-01-05 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Gastroenterology  | 2026-01-05 | morning    | doctor        | Ουρολογία                              |                    1 |
| Gastroenterology  | 2026-01-05 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Gastroenterology  | 2026-01-05 | morning    | nurse         | nurse                                  |                    3 |
| Gastroenterology  | 2026-01-05 | morning    | nurse         | supervisor                             |                    3 |
| Gastroenterology  | 2026-01-05 | night      | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Gastroenterology  | 2026-01-05 | night      | administrator | Υποδοχή κοινού                         |                    1 |
| Gastroenterology  | 2026-01-05 | night      | doctor        | Παθολογία                              |                    1 |
| Gastroenterology  | 2026-01-05 | night      | doctor        | Παιδιατρική                            |                    1 |
| Gastroenterology  | 2026-01-05 | night      | doctor        | Ψυχιατρική                             |                    1 |
| Gastroenterology  | 2026-01-05 | night      | nurse         | assistant nurse                        |                    2 |
| Gastroenterology  | 2026-01-05 | night      | nurse         | nurse                                  |                    3 |
| Gastroenterology  | 2026-01-05 | night      | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-05 | noon       | administrator | Έλεγχος εγγράφων                       |                    1 |
| Gastroenterology  | 2026-01-05 | noon       | administrator | Έλεγχος μισθών                         |                    1 |
| Gastroenterology  | 2026-01-05 | noon       | doctor        | Παιδιατρική                            |                    1 |
| Gastroenterology  | 2026-01-05 | noon       | doctor        | Χειρουργική                            |                    1 |
| Gastroenterology  | 2026-01-05 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Gastroenterology  | 2026-01-05 | noon       | nurse         | assistant nurse                        |                    2 |
| Gastroenterology  | 2026-01-05 | noon       | nurse         | nurse                                  |                    1 |
| Gastroenterology  | 2026-01-05 | noon       | nurse         | supervisor                             |                    3 |
| Gastroenterology  | 2026-01-06 | morning    | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Gastroenterology  | 2026-01-06 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Gastroenterology  | 2026-01-06 | morning    | doctor        | Καρδιολογία                            |                    1 |
| Gastroenterology  | 2026-01-06 | morning    | doctor        | Οφθαλμολογία                           |                    1 |
| Gastroenterology  | 2026-01-06 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Gastroenterology  | 2026-01-06 | morning    | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-06 | morning    | nurse         | supervisor                             |                    2 |
| Gastroenterology  | 2026-01-06 | night      | administrator | Διαχείριση κλήσεων                     |                    1 |
| Gastroenterology  | 2026-01-06 | night      | administrator | Έλεγχος μισθών                         |                    1 |
| Gastroenterology  | 2026-01-06 | night      | doctor        | Αιματολογία                            |                    1 |
| Gastroenterology  | 2026-01-06 | night      | doctor        | Καρδιολογία                            |                    1 |
| Gastroenterology  | 2026-01-06 | night      | doctor        | Οφθαλμολογία                           |                    1 |
| Gastroenterology  | 2026-01-06 | night      | nurse         | nurse                                  |                    3 |
| Gastroenterology  | 2026-01-06 | night      | nurse         | supervisor                             |                    3 |
| Gastroenterology  | 2026-01-06 | noon       | administrator | Έκδοση τιμολογίων                      |                    1 |
| Gastroenterology  | 2026-01-06 | noon       | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Gastroenterology  | 2026-01-06 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Gastroenterology  | 2026-01-06 | noon       | doctor        | Νευρολογία                             |                    1 |
| Gastroenterology  | 2026-01-06 | noon       | doctor        | Οφθαλμολογία                           |                    1 |
| Gastroenterology  | 2026-01-06 | noon       | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-06 | noon       | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-06 | noon       | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-07 | morning    | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Gastroenterology  | 2026-01-07 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Gastroenterology  | 2026-01-07 | morning    | doctor        | Αιματολογία                            |                    2 |
| Gastroenterology  | 2026-01-07 | morning    | doctor        | Χειρουργική                            |                    1 |
| Gastroenterology  | 2026-01-07 | morning    | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-07 | morning    | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-07 | morning    | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-07 | night      | administrator | Διαχείριση υλικών                      |                    1 |
| Gastroenterology  | 2026-01-07 | night      | administrator | Έλεγχος μισθών                         |                    1 |
| Gastroenterology  | 2026-01-07 | night      | doctor        | Παθολογία                              |                    1 |
| Gastroenterology  | 2026-01-07 | night      | doctor        | Χειρουργική                            |                    1 |
| Gastroenterology  | 2026-01-07 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Gastroenterology  | 2026-01-07 | night      | nurse         | assistant nurse                        |                    2 |
| Gastroenterology  | 2026-01-07 | night      | nurse         | nurse                                  |                    1 |
| Gastroenterology  | 2026-01-07 | night      | nurse         | supervisor                             |                    3 |
| Gastroenterology  | 2026-01-07 | noon       | administrator | Οργάνωση γραφείου                      |                    1 |
| Gastroenterology  | 2026-01-07 | noon       | administrator | Τήρηση αρχείου                         |                    1 |
| Gastroenterology  | 2026-01-07 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Gastroenterology  | 2026-01-07 | noon       | doctor        | Ουρολογία                              |                    1 |
| Gastroenterology  | 2026-01-07 | noon       | doctor        | Παιδιατρική                            |                    1 |
| Gastroenterology  | 2026-01-07 | noon       | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-07 | noon       | nurse         | nurse                                  |                    2 |
| Gastroenterology  | 2026-01-07 | noon       | nurse         | supervisor                             |                    3 |
| Gastroenterology  | 2026-01-08 | morning    | administrator | Έλεγχος εισαγωγών                      |                    2 |
| Gastroenterology  | 2026-01-08 | morning    | doctor        | Παιδιατρική                            |                    1 |
| Gastroenterology  | 2026-01-08 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Gastroenterology  | 2026-01-08 | morning    | doctor        | Ψυχιατρική                             |                    1 |
| Gastroenterology  | 2026-01-08 | morning    | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-08 | morning    | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-08 | morning    | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-08 | night      | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Gastroenterology  | 2026-01-08 | night      | administrator | Έλεγχος μισθών                         |                    1 |
| Gastroenterology  | 2026-01-08 | night      | doctor        | Ακτινολογία                            |                    1 |
| Gastroenterology  | 2026-01-08 | night      | doctor        | Γαστρεντερολογία                       |                    1 |
| Gastroenterology  | 2026-01-08 | night      | doctor        | Νευρολογία                             |                    1 |
| Gastroenterology  | 2026-01-08 | night      | nurse         | assistant nurse                        |                    1 |
| Gastroenterology  | 2026-01-08 | night      | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-08 | night      | nurse         | supervisor                             |                    1 |
| Gastroenterology  | 2026-01-08 | noon       | administrator | Έλεγχος εγγράφων                       |                    1 |
| Gastroenterology  | 2026-01-08 | noon       | administrator | Τήρηση αρχείου                         |                    1 |
| Gastroenterology  | 2026-01-08 | noon       | doctor        | Καρδιολογία                            |                    1 |
| Gastroenterology  | 2026-01-08 | noon       | doctor        | Οφθαλμολογία                           |                    2 |
| Gastroenterology  | 2026-01-08 | noon       | nurse         | nurse                                  |                    4 |
| Gastroenterology  | 2026-01-08 | noon       | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-01 | morning    | administrator | Έκδοση εξιτηρίων                       |                    2 |
| Gynecology        | 2026-01-01 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Gynecology        | 2026-01-01 | morning    | doctor        | Ψυχιατρική                             |                    2 |
| Gynecology        | 2026-01-01 | morning    | nurse         | assistant nurse                        |                    1 |
| Gynecology        | 2026-01-01 | morning    | nurse         | nurse                                  |                    3 |
| Gynecology        | 2026-01-01 | morning    | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-01 | night      | administrator | Αρχειοθέτηση                           |                    1 |
| Gynecology        | 2026-01-01 | night      | administrator | Υποδοχή κοινού                         |                    1 |
| Gynecology        | 2026-01-01 | night      | doctor        | Γαστρεντερολογία                       |                    1 |
| Gynecology        | 2026-01-01 | night      | doctor        | Γυναικολογία                           |                    1 |
| Gynecology        | 2026-01-01 | night      | doctor        | Χειρουργική                            |                    1 |
| Gynecology        | 2026-01-01 | night      | nurse         | assistant nurse                        |                    3 |
| Gynecology        | 2026-01-01 | night      | nurse         | nurse                                  |                    1 |
| Gynecology        | 2026-01-01 | night      | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-01 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Gynecology        | 2026-01-01 | noon       | administrator | Οργάνωση γραφείου                      |                    1 |
| Gynecology        | 2026-01-01 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Gynecology        | 2026-01-01 | noon       | doctor        | Δερματολογία                           |                    1 |
| Gynecology        | 2026-01-01 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Gynecology        | 2026-01-01 | noon       | nurse         | assistant nurse                        |                    1 |
| Gynecology        | 2026-01-01 | noon       | nurse         | nurse                                  |                    3 |
| Gynecology        | 2026-01-01 | noon       | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-02 | morning    | administrator | Αρχειοθέτηση                           |                    1 |
| Gynecology        | 2026-01-02 | morning    | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Gynecology        | 2026-01-02 | morning    | doctor        | Αιματολογία                            |                    1 |
| Gynecology        | 2026-01-02 | morning    | doctor        | Πνευμονολογία                          |                    2 |
| Gynecology        | 2026-01-02 | morning    | nurse         | assistant nurse                        |                    4 |
| Gynecology        | 2026-01-02 | morning    | nurse         | nurse                                  |                    1 |
| Gynecology        | 2026-01-02 | morning    | nurse         | supervisor                             |                    1 |
| Gynecology        | 2026-01-02 | night      | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Gynecology        | 2026-01-02 | night      | administrator | Οργάνωση γραφείου                      |                    1 |
| Gynecology        | 2026-01-02 | night      | doctor        | Οφθαλμολογία                           |                    1 |
| Gynecology        | 2026-01-02 | night      | doctor        | Παθολογία                              |                    1 |
| Gynecology        | 2026-01-02 | night      | doctor        | Παιδιατρική                            |                    1 |
| Gynecology        | 2026-01-02 | night      | nurse         | assistant nurse                        |                    4 |
| Gynecology        | 2026-01-02 | night      | nurse         | nurse                                  |                    1 |
| Gynecology        | 2026-01-02 | night      | nurse         | supervisor                             |                    1 |
| Gynecology        | 2026-01-02 | noon       | administrator | Αρχειοθέτηση                           |                    1 |
| Gynecology        | 2026-01-02 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Gynecology        | 2026-01-02 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Gynecology        | 2026-01-02 | noon       | doctor        | Οφθαλμολογία                           |                    1 |
| Gynecology        | 2026-01-02 | noon       | doctor        | Ψυχιατρική                             |                    1 |
| Gynecology        | 2026-01-02 | noon       | nurse         | assistant nurse                        |                    4 |
| Gynecology        | 2026-01-02 | noon       | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-03 | morning    | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Gynecology        | 2026-01-03 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Gynecology        | 2026-01-03 | morning    | doctor        | Γαστρεντερολογία                       |                    1 |
| Gynecology        | 2026-01-03 | morning    | doctor        | Παθολογία                              |                    1 |
| Gynecology        | 2026-01-03 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Gynecology        | 2026-01-03 | morning    | nurse         | assistant nurse                        |                    3 |
| Gynecology        | 2026-01-03 | morning    | nurse         | supervisor                             |                    3 |
| Gynecology        | 2026-01-03 | night      | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Gynecology        | 2026-01-03 | night      | administrator | Έλεγχος μισθών                         |                    1 |
| Gynecology        | 2026-01-03 | night      | doctor        | Γαστρεντερολογία                       |                    1 |
| Gynecology        | 2026-01-03 | night      | doctor        | Γυναικολογία                           |                    1 |
| Gynecology        | 2026-01-03 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Gynecology        | 2026-01-03 | night      | nurse         | assistant nurse                        |                    1 |
| Gynecology        | 2026-01-03 | night      | nurse         | nurse                                  |                    2 |
| Gynecology        | 2026-01-03 | night      | nurse         | supervisor                             |                    3 |
| Gynecology        | 2026-01-03 | noon       | administrator | Έλεγχος εγγράφων                       |                    1 |
| Gynecology        | 2026-01-03 | noon       | administrator | Τήρηση αρχείου                         |                    1 |
| Gynecology        | 2026-01-03 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Gynecology        | 2026-01-03 | noon       | doctor        | Δερματολογία                           |                    1 |
| Gynecology        | 2026-01-03 | noon       | doctor        | Οφθαλμολογία                           |                    1 |
| Gynecology        | 2026-01-03 | noon       | nurse         | assistant nurse                        |                    2 |
| Gynecology        | 2026-01-03 | noon       | nurse         | nurse                                  |                    3 |
| Gynecology        | 2026-01-03 | noon       | nurse         | supervisor                             |                    1 |
| Gynecology        | 2026-01-04 | morning    | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Gynecology        | 2026-01-04 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Gynecology        | 2026-01-04 | morning    | doctor        | Γυναικολογία                           |                    2 |
| Gynecology        | 2026-01-04 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Gynecology        | 2026-01-04 | morning    | nurse         | assistant nurse                        |                    3 |
| Gynecology        | 2026-01-04 | morning    | nurse         | nurse                                  |                    2 |
| Gynecology        | 2026-01-04 | morning    | nurse         | supervisor                             |                    1 |
| Gynecology        | 2026-01-04 | night      | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Gynecology        | 2026-01-04 | night      | administrator | Οργάνωση γραφείου                      |                    1 |
| Gynecology        | 2026-01-04 | night      | doctor        | Οφθαλμολογία                           |                    1 |
| Gynecology        | 2026-01-04 | night      | doctor        | Πνευμονολογία                          |                    1 |
| Gynecology        | 2026-01-04 | night      | doctor        | Ψυχιατρική                             |                    1 |
| Gynecology        | 2026-01-04 | night      | nurse         | assistant nurse                        |                    3 |
| Gynecology        | 2026-01-04 | night      | nurse         | nurse                                  |                    1 |
| Gynecology        | 2026-01-04 | night      | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-04 | noon       | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Gynecology        | 2026-01-04 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Gynecology        | 2026-01-04 | noon       | doctor        | Αιματολογία                            |                    1 |
| Gynecology        | 2026-01-04 | noon       | doctor        | Παιδιατρική                            |                    1 |
| Gynecology        | 2026-01-04 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Gynecology        | 2026-01-04 | noon       | nurse         | assistant nurse                        |                    4 |
| Gynecology        | 2026-01-04 | noon       | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-05 | morning    | administrator | Αρχειοθέτηση                           |                    1 |
| Gynecology        | 2026-01-05 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Gynecology        | 2026-01-05 | morning    | doctor        | Οφθαλμολογία                           |                    1 |
| Gynecology        | 2026-01-05 | morning    | doctor        | Παθολογία                              |                    1 |
| Gynecology        | 2026-01-05 | morning    | doctor        | Παιδιατρική                            |                    1 |
| Gynecology        | 2026-01-05 | morning    | nurse         | assistant nurse                        |                    4 |
| Gynecology        | 2026-01-05 | morning    | nurse         | nurse                                  |                    1 |
| Gynecology        | 2026-01-05 | morning    | nurse         | supervisor                             |                    1 |
| Gynecology        | 2026-01-05 | night      | administrator | Αρχειοθέτηση                           |                    2 |
| Gynecology        | 2026-01-05 | night      | doctor        | Ακτινολογία                            |                    1 |
| Gynecology        | 2026-01-05 | night      | doctor        | Γαστρεντερολογία                       |                    1 |
| Gynecology        | 2026-01-05 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Gynecology        | 2026-01-05 | night      | nurse         | assistant nurse                        |                    1 |
| Gynecology        | 2026-01-05 | night      | nurse         | nurse                                  |                    3 |
| Gynecology        | 2026-01-05 | night      | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-05 | noon       | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Gynecology        | 2026-01-05 | noon       | administrator | Υποδοχή κοινού                         |                    1 |
| Gynecology        | 2026-01-05 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Gynecology        | 2026-01-05 | noon       | doctor        | Δερματολογία                           |                    1 |
| Gynecology        | 2026-01-05 | noon       | doctor        | Οφθαλμολογία                           |                    1 |
| Gynecology        | 2026-01-05 | noon       | nurse         | assistant nurse                        |                    4 |
| Gynecology        | 2026-01-05 | noon       | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-06 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Gynecology        | 2026-01-06 | morning    | administrator | Οργάνωση γραφείου                      |                    1 |
| Gynecology        | 2026-01-06 | morning    | doctor        | Γυναικολογία                           |                    1 |
| Gynecology        | 2026-01-06 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Gynecology        | 2026-01-06 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Gynecology        | 2026-01-06 | morning    | nurse         | assistant nurse                        |                    2 |
| Gynecology        | 2026-01-06 | morning    | nurse         | nurse                                  |                    1 |
| Gynecology        | 2026-01-06 | morning    | nurse         | supervisor                             |                    3 |
| Gynecology        | 2026-01-06 | night      | administrator | Τήρηση αρχείου                         |                    1 |
| Gynecology        | 2026-01-06 | night      | administrator | Υποδοχή κοινού                         |                    1 |
| Gynecology        | 2026-01-06 | night      | doctor        | Αιματολογία                            |                    1 |
| Gynecology        | 2026-01-06 | night      | doctor        | Πνευμονολογία                          |                    1 |
| Gynecology        | 2026-01-06 | night      | doctor        | Ψυχιατρική                             |                    1 |
| Gynecology        | 2026-01-06 | night      | nurse         | assistant nurse                        |                    3 |
| Gynecology        | 2026-01-06 | night      | nurse         | supervisor                             |                    3 |
| Gynecology        | 2026-01-06 | noon       | administrator | Κλείσιμο ραντεβού                      |                    2 |
| Gynecology        | 2026-01-06 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Gynecology        | 2026-01-06 | noon       | doctor        | Γυναικολογία                           |                    1 |
| Gynecology        | 2026-01-06 | noon       | doctor        | Ουρολογία                              |                    1 |
| Gynecology        | 2026-01-06 | noon       | nurse         | assistant nurse                        |                    3 |
| Gynecology        | 2026-01-06 | noon       | nurse         | nurse                                  |                    3 |
| Gynecology        | 2026-01-07 | morning    | administrator | Έλεγχος εγγράφων                       |                    1 |
| Gynecology        | 2026-01-07 | morning    | administrator | Έλεγχος μισθών                         |                    1 |
| Gynecology        | 2026-01-07 | morning    | doctor        | Οφθαλμολογία                           |                    1 |
| Gynecology        | 2026-01-07 | morning    | doctor        | Παθολογία                              |                    1 |
| Gynecology        | 2026-01-07 | morning    | doctor        | Παιδιατρική                            |                    1 |
| Gynecology        | 2026-01-07 | morning    | nurse         | assistant nurse                        |                    3 |
| Gynecology        | 2026-01-07 | morning    | nurse         | nurse                                  |                    1 |
| Gynecology        | 2026-01-07 | morning    | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-07 | night      | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Gynecology        | 2026-01-07 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
